id,hsk_level,hanzi,pinyin,english_translation,detailed_english_translation
2834,5,品质,pǐnzhì,quality,"Means quality, especially the inherent quality of a person or thing."
2835,5,品种,pǐnzhǒng,variety,"Means a variety, breed, or type."
2836,5,聘请,pìnqǐng,hire,"Means to hire or invite someone to take a role."
2837,5,平,píng,flat,"Can mean flat, level, equal, or calm."
2838,5,评,píng,comment on,"Means to comment on, review, or judge."
2839,5,凭,píng,based on,"Means based on, relying on, or by means of."
2840,5,平安,píng'ān,safe and sound,"Means safe and sound."
2841,5,平衡,pínghéng,balance,"Means balance."
2842,5,评价,píngjià,evaluate,"Means to evaluate or assess. As a noun, it can also mean an evaluation."
2843,5,凭借,píngjiè,rely on,"Means to rely on or by means of something."
2844,5,平静,píngjìng,calm,"Means calm or peaceful."
2845,5,平均,píngjūn,average,"Means average or evenly distributed."
2846,5,屏幕,píngmù,screen,"Means a screen."
2847,5,平台,píngtái,platform,"Means a platform."
2848,5,破坏,pòhuài,destroy,"Means to destroy, damage, or ruin."
2849,5,普及,pǔjí,popularize,"Means to spread widely or make something more common and available."
2850,5,期待,qīdài,look forward to,"Means to look forward to or expect."
2851,5,期间,qījiān,during,"Means during a certain period or time."
2852,5,齐,qí,neat,"Can mean neat, even, together, or complete."
2853,5,其,qí,its,"A formal word meaning its, his, her, their, or that particular one depending on context."
2854,5,奇迹,qíjì,miracle,"Means a miracle or wonder."
2855,5,其余,qíyú,the rest,"Means the rest or the remaining ones."
2856,5,企业,qǐyè,enterprise,"Means an enterprise, company, or business."
2857,5,气球,qìqiú,balloon,"Means a balloon."
2858,5,汽油,qìyóu,gasoline,"Means gasoline."
2859,5,签,qiān,sign,"Means to sign or write your name. It can also refer to a tag or a slip."
2860,5,签订,qiāndìng,sign,"Means to sign and formally agree to something."
2861,5,签名,qiānmíng,signature,"Means a signature or autograph. As a verb, it can also mean to sign."
2862,5,签字,qiānzì,sign,"Means to sign your name."
2863,5,前进,qiánjìn,move forward,"Means to move forward, advance, or make progress."
2864,5,前来,qiánlái,come,"A somewhat formal word meaning to come."
2865,5,前途,qiántú,future,"Means future prospects or the road ahead."
2866,5,前往,qiánwǎng,go to,"A somewhat formal word meaning to go to or proceed to a place."
2867,5,浅,qiǎn,shallow,"Means shallow or light in color."
2868,5,欠,qiàn,owe,"Means to owe or lack something."
2869,5,墙,qiáng,wall,"Means a wall."
2870,5,强大,qiángdà,powerful,"Means powerful or strong."
2871,5,强调,qiángdiào,emphasize,"Means to emphasize or stress."
2872,5,强度,qiángdù,intensity,"Means strength or intensity."
2873,5,强烈,qiángliè,intense,"Means strong, intense, or forceful."
2874,5,抢,qiǎng,grab,"Can mean to grab,抢 for something, or rob."
2875,5,抢救,qiǎngjiù,rescue,"Means to rescue or give emergency treatment."
2876,5,悄悄,qiāoqiāo,quietly,"Means quietly or secretly."
2877,5,切,qiē,cut,"In this pronunciation, it mainly means to cut."
2878,5,亲,qīn,dear,"Can mean dear, close, related by blood, or parent."
2879,5,亲爱,qīn'ài,dear,"Means dear or beloved."
2880,5,亲朋好友,qīnpéng-hǎoyǒu,friends and family,"Means relatives and close friends."
2881,5,亲切,qīnqiè,warm,"Means warm, friendly, or kind in manner."
2882,5,亲情,qīnqíng,family affection,"Means affection between family members."
2883,5,亲人,qīnrén,relative,"Means a close family member or relative."
2884,5,亲自,qīnzì,personally,"Means personally or in person."
2885,5,勤奋,qínfèn,hardworking,"Means hardworking or diligent."
2886,5,青,qīng,young,"Can mean young or greenish-blue, depending on context."
2887,5,轻易,qīngyì,easily,"Means easily or lightly. It can also suggest doing something too casually."
2888,5,轻重,qīngzhòng,degree of seriousness,"Means degree of seriousness or whether something is light or serious."
2889,5,情感,qínggǎn,emotion,"Means emotion or feeling."
2890,5,情景,qíngjǐng,scene,"Means a scene, situation, or setting."
2891,5,情绪,qíngxù,mood,"Means mood, emotion, or emotional state."
2892,5,请教,qǐngjiào,ask for guidance,"A polite expression meaning to ask for guidance or advice."
2893,5,请求,qǐngqiú,request,"Means a request. As a verb, it can also mean to request or ask."
2894,5,穷,qióng,poor,"Means poor or lacking money. It can also mean to use up or exhaust something."
2895,5,趋势,qūshì,trend,"Means a trend or tendency."
2896,5,区域,qūyù,area,"Means an area or region."
2897,5,去世,qùshì,pass away,"A respectful way to say someone has died."
2898,5,权,quán,power,"Can mean power, authority, or a right."
2899,5,权利,quánlì,right,"Means a right or entitlement."
2900,5,全力,quánlì,with all one's strength,"Means with all one's strength or full effort."
2901,5,全面,quánmiàn,comprehensive,"Means comprehensive, complete, or all-around."
2902,5,全体,quántǐ,all,"Means all or the whole group."
2903,5,全新,quánxīn,brand new,"Means brand new or completely new."
2904,5,劝,quàn,persuade,"Means to persuade, advise, or urge someone."
2905,5,缺乏,quēfá,lack,"Means to lack or be short of something."
2906,5,确保,quèbǎo,ensure,"Means to ensure or guarantee."
2907,5,确定,quèdìng,confirm,"Means to determine or make certain. It can also describe something as definite."
2908,5,确认,quèrèn,confirm,"Means to confirm or verify."
2909,5,群,qún,group,"Means a group, crowd, or flock."
2910,5,群体,qúntǐ,group,"Means a group or community."
2911,5,燃烧,ránshāo,burn,"Means to burn or be on fire."
2912,5,绕,rào,go around,"Means to go around, circle around, or wind around something."
2913,5,热爱,rè'ài,love deeply,"Means to love deeply or be very devoted to something."
2914,5,热量,rèliàng,heat,"Means heat or calories."
2915,5,热烈,rèliè,warm,"Means warm, enthusiastic, or intense."
2916,5,热心,rèxīn,enthusiastic,"Means enthusiastic, eager to help, or warmhearted."
2917,5,人才,réncái,talent,"Means talent or a talented person."
2918,5,人工,réngōng,artificial,"Means artificial or done by human labor."
2919,5,人际,rénjì,interpersonal,"Means interpersonal or related to human relationships."
2920,5,人口,rénkǒu,population,"Means population."
2921,5,人类,rénlèi,humanity,"Means humanity or the human race."
2922,5,人力,rénlì,manpower,"Means manpower or human labor."
2923,5,人民,rénmín,the people,"Means the people."
2924,5,人民币,rénmínbì,RMB,"Means the Chinese currency, renminbi."
2925,5,人群,rénqún,crowd,"Means a crowd."
2926,5,人体,réntǐ,human body,"Means the human body."
2927,5,人物,rénwù,person,"Can mean a person or a character in a story."
2928,5,忍,rěn,endure,"Means to endure, tolerate, or hold back."
2929,5,认,rèn,recognize,"Can mean to recognize, identify, admit, or accept."
2930,5,日历,rìlì,calendar,"Means a calendar."
2931,5,日用品,rìyòngpǐn,daily necessities,"Means articles for daily use."
2932,5,如,rú,as,"A formal word that can mean as, if, according to, or such as."
2933,5,如此,rúcǐ,so,"Means so, such, or in this way."
2934,5,如何,rúhé,how,"A somewhat formal word meaning how."
2935,5,如今,rújīn,nowadays,"Means nowadays or now."
2936,5,如同,rútóng,like,"Means like or as if."
2937,5,如下,rúxià,as follows,"Means as follows or as below."
2938,5,软,ruǎn,soft,"Means soft or flexible."
2939,5,软件,ruǎnjiàn,software,"Means software."
2940,5,弱,ruò,weak,"Means weak or feeble."
2941,5,洒,sǎ,sprinkle,"Means to sprinkle, spray, or spill."
2942,5,赛场,sàichǎng,competition venue,"Means a competition venue, arena, or field."
2943,5,色彩,sècǎi,color,"Means color or coloring. It can also describe a certain flavor or character."
2944,5,沙漠,shāmò,desert,"Means a desert."
2945,5,沙子,shāzi,sand,"Means sand."
2946,5,傻,shǎ,silly,"Means silly or foolish."
2947,5,晒,shài,dry in the sun,"Means to dry in the sun or expose something to sunlight."
2948,5,删,shān,delete,"Means to delete."
2949,5,扇,shān,fan,"In this pronunciation, it can mean to fan, flap, or slap."
2950,5,删除,shānchú,delete,"Means to delete or remove."
2951,5,山区,shānqū,mountain area,"Means a mountain area."
2952,5,擅长,shàncháng,be good at,"Means to be good at or skilled in something."
2953,5,善良,shànliáng,kind,"Means kind, good-hearted, or honest."
2954,5,善于,shànyú,be good at,"Means to be good at or adept at something."
2955,5,扇子,shànzi,fan,"Means a fan."
2956,5,伤,shāng,hurt,"Means to hurt, injure, or damage."
2957,5,伤害,shānghài,harm,"Means to harm or injure. As a noun, it can also mean harm."
2958,5,商家,shāngjiā,business,"Means a business, seller, or merchant."
2959,5,商人,shāngrén,businessman,"Means a businessman or merchant."
2960,5,商务,shāngwù,business affairs,"Means business affairs or commercial matters."
2961,5,商业,shāngyè,commerce,"Means commerce or business."
2962,5,赏,shǎng,appreciate,"Can mean to appreciate, reward, or赏 something."
2963,5,上传,shàngchuán,upload,"Means to upload."
2964,5,上升,shàngshēng,rise,"Means to rise or go up."
2965,5,上下,shàngxià,up and down,"Means up and down, top and bottom, or overall context depending on the situation."
2966,5,上涨,shàngzhǎng,rise,"Means to rise or go up, especially for prices or levels."
2967,5,烧,shāo,burn,"Can mean to burn, cook, roast, or run a fever."
2968,5,烧烤,shāokǎo,barbecue,"Means barbecue or to roast food."
2969,5,蛇,shé,snake,"Means a snake."
2970,5,舍不得,shěbude,hate to part with,"Means to hate to part with something or be unwilling to do something."
2971,5,舍得,shěde,be willing to part with,"Means to be willing to part with something or spend it."
2972,5,设备,shèbèi,equipment,"Means equipment or facilities."
2973,5,设计,shèjì,design,"Means to design or plan. As a noun, it can also mean a design."
2974,5,设立,shèlì,set up,"Means to set up or establish."
2975,5,社区,shèqū,community,"Means a community or neighborhood."
2976,5,设施,shèshī,facilities,"Means facilities or installations."
2977,5,摄影,shèyǐng,photography,"Means photography or filming."
2978,5,设置,shèzhì,set up,"Means to set up, install, or configure."
2979,5,伸,shēn,stretch,"Means to stretch or extend."
2980,5,身材,shēncái,figure,"Means a person's figure or build."
2981,5,深度,shēndù,depth,"Means depth."
2982,5,身份,shēnfèn,identity,"Means identity, role, or social status."
2983,5,深厚,shēnhòu,deep,"Means deep, strong, or profound."
2984,5,深刻,shēnkè,profound,"Means profound, deep, or insightful."
2985,5,深入,shēnrù,in depth,"Means in depth or to go deeply into something."
2986,5,深远,shēnyuǎn,far-reaching,"Means far-reaching or long-lasting in effect."
2987,5,神话,shénhuà,myth,"Means a myth or legendary story."
2988,5,神秘,shénmì,mysterious,"Means mysterious."
2989,5,升,shēng,rise,"Means to rise, go up, or be promoted. It can also be the unit liter in some contexts."
2990,5,生产,shēngchǎn,produce,"Means to produce, manufacture, or give birth."
2991,5,生存,shēngcún,survive,"Means to survive or exist."
2992,5,生动,shēngdòng,vivid,"Means vivid or lively."
2993,5,升级,shēngjí,upgrade,"Means to upgrade or move up a level."
2994,5,升温,shēngwēn,warm up,"Means to warm up or rise in temperature. It can also be used figuratively for something becoming more intense."
2995,5,生物,shēngwù,living thing,"Means a living thing or organism."
2996,5,生肖,shēngxiào,Chinese zodiac animal,"Refers to one of the twelve animals of the Chinese zodiac."
2997,5,生长,shēngzhǎng,grow,"Means to grow or develop."
2998,5,省,shěng,province,"Most commonly means a province. As a verb, it can also mean to save or economize."
2999,5,省份,shěngfèn,province,"Means a province."
3000,5,省会,shěnghuì,provincial capital,"Means the capital city of a province."
3001,5,胜,shèng,win,"Can mean to win, defeat, or be superior to something."
3002,5,胜利,shènglì,victory,"Means victory."
3003,5,诗,shī,poetry,"Means poetry or a poem."
3004,5,湿,shī,wet,"Means wet, damp, or moist."
3005,5,失恋,shīliàn,go through a breakup,"Means to go through a romantic breakup."
3006,5,失眠,shīmián,have insomnia,"Means to have insomnia or be unable to sleep."
3007,5,诗人,shīrén,poet,"Means a poet."
3008,5,失误,shīwù,mistake,"Means a mistake or error."
3009,5,失业,shīyè,lose one's job,"Means to lose one's job or be unemployed."
3010,5,时差,shíchā,time difference,"Can mean a time difference or jet lag."
3011,5,时常,shícháng,often,"Means often or frequently."
3012,5,时代,shídài,era,"Means an era, age, or period."
3013,5,实践,shíjiàn,put into practice,"Means to put something into practice. As a noun, it can also mean practice in the real world."
3014,5,时刻,shíkè,moment,"Means a moment or point in time. It can also mean constantly in some contexts."
3015,5,实力,shílì,strength,"Means strength, capability, or real power."
3016,5,时期,shíqī,period,"Means a period or phase."
3017,5,实施,shíshī,carry out,"Means to carry out or implement."
3018,5,石头,shítou,stone,"Means a stone or rock."
3019,5,实习,shíxí,internship,"Means an internship or practical training. As a verb, it can also mean to intern."
3020,5,实现,shíxiàn,realize,"Means to realize, achieve, or make something happen."
3021,5,实行,shíxíng,carry out,"Means to carry out, put into effect, or implement."
3022,5,实验,shíyàn,experiment,"Means an experiment. As a verb, it can also mean to experiment."
3023,5,实验室,shíyànshì,laboratory,"Means a laboratory."
3024,5,实用,shíyòng,practical,"Means practical or useful in real life."
3025,5,食用,shíyòng,edible,"Means edible or for eating."
3026,5,使得,shǐde,make,"Means to make something happen or cause a result."
3027,5,始终,shǐzhōng,all along,"Means all along, from beginning to end, or throughout."
3028,5,式,shì,form,"Can mean a form, style, type, or pattern."
3029,5,适当,shìdàng,appropriate,"Means appropriate or suitable."
3030,5,似的,shìde,as if,"Used after words to mean 'as if' or 'like.'"
3031,5,事故,shìgù,accident,"Means an accident or incident."
3032,5,事件,shìjiàn,event,"Means an event or incident."
3033,5,试卷,shìjuàn,test paper,"Means a test paper or exam paper."
3034,5,市民,shìmín,city resident,"Means a city resident or citizen."
3035,5,事实,shìshí,fact,"Means a fact."
3036,5,视为,shìwéi,regard as,"Means to regard or treat something as something."
3037,5,事物,shìwù,thing,"Means a thing or object."
3038,5,事先,shìxiān,beforehand,"Means beforehand or in advance."
3039,5,试验,shìyàn,test,"Means a test or experiment. As a verb, it can also mean to test."
3040,5,事业,shìyè,career,"Means a career, undertaking, or cause."
3041,5,试用,shìyòng,try out,"Means to try something out or use it on a trial basis."
3042,5,适用,shìyòng,apply to,"Means to be suitable or applicable to something."
3043,5,收获,shōuhuò,gain,"Means to harvest or gain something. As a noun, it can also mean what you gain."
3044,5,收集,shōují,collect,"Means to collect or gather."
3045,5,收看,shōukàn,watch,"Means to watch a TV program."
3046,5,守,shǒu,guard,"Means to guard, keep watch, or obey."
3047,5,首次,shǒucì,for the first time,"Means for the first time."
3048,5,手段,shǒuduàn,means,"Means a means, method, or tactic."
3049,5,手工,shǒugōng,handmade,"Means handmade or done by hand."
3050,5,手术,shǒushù,surgery,"Means a surgical operation or surgery."
3051,5,手套,shǒutào,glove,"Means a glove."
3052,5,手续,shǒuxù,procedures,"Means procedures or formalities."
3053,5,手指,shǒuzhǐ,finger,"Means a finger."
3054,5,售价,shòujià,selling price,"Means the selling price."
3055,5,蔬菜,shūcài,vegetables,"Means vegetables."
3056,5,书法,shūfǎ,calligraphy,"Means calligraphy."
3057,5,书房,shūfáng,study,"Means a study or reading room."
3058,5,书架,shūjià,bookshelf,"Means a bookshelf."
3059,5,输入,shūrù,input,"Means to input or enter something. As a noun, it can also mean input."
3060,5,舒适,shūshì,comfortable,"Means comfortable."
3061,5,熟练,shúliàn,skilled,"Means skilled, practiced, or proficient."
3062,5,熟人,shúrén,acquaintance,"Means an acquaintance or someone you know."
3063,5,数,shǔ,count,"In this pronunciation, it means to count or list."
3064,5,鼠标,shǔbiāo,mouse,"Means a computer mouse."
3065,5,属于,shǔyú,belong to,"Means to belong to or be part of."
3066,5,束,shù,bundle,"Can mean a bundle or bunch. As a verb, it can also mean to tie up."
3067,5,数据,shùjù,data,"Means data."
3068,5,树木,shùmù,trees,"Means trees."
3069,5,摔,shuāi,fall,"Can mean to fall or throw something down hard."
3070,5,双方,shuāngfāng,both sides,"Means both sides or both parties."
3071,5,水分,shuǐfèn,moisture,"Means moisture or water content."
3072,5,税,shuì,tax,"Means tax."
3073,5,睡眠,shuìmián,sleep,"Means sleep."
3074,5,顺,shùn,along,"Can mean along, with, smooth, or following in order."
3075,5,说不定,shuōbudìng,maybe,"Means maybe or it's hard to say."
3076,5,说服,shuōfú,persuade,"Means to persuade or convince."
3077,5,思考,sīkǎo,think over,"Means to think over or reflect on something."
3078,5,私人,sīrén,private,"Means private or personal."
3079,5,思维,sīwéi,thinking,"Means thinking or a way of thinking."
3080,5,思想,sīxiǎng,thought,"Means thought, thinking, or ideas."
3081,5,四处,sìchù,all around,"Means all around or in all directions."
3082,5,似乎,sìhū,seem,"Means to seem or appear as if."
3083,5,四周,sìzhōu,all around,"Means all around."
3084,5,搜,sōu,search,"Means to search."
3085,5,搜索,sōusuǒ,search,"Means to search or look for something."
3086,5,宿舍,sùshè,dormitory,"Means a dormitory or student housing."
3087,5,酸甜苦辣,suān-tián-kǔ-là,ups and downs,"Literally means sour, sweet, bitter, and spicy. It is often used for the ups and downs of life."
3088,5,随,suí,follow,"Can mean to follow, go along with, or adapt to."
3089,5,随后,suíhòu,soon after,"Means soon after or afterwards."
3090,5,随时,suíshí,at any time,"Means at any time."
3091,5,随手,suíshǒu,conveniently,"Means conveniently, while doing something else, or in passing."
3092,5,随意,suíyì,as one wishes,"Means as one wishes, casually, or at will."
3093,5,碎,suì,broken,"Means broken into pieces or fragmented."
3094,5,损害,sǔnhài,damage,"Means to damage, harm, or impair."
3095,5,损失,sǔnshī,loss,"Means a loss or damage."
3096,5,缩短,suōduǎn,shorten,"Means to shorten."
3097,5,缩小,suōxiǎo,shrink,"Means to shrink, narrow, or reduce."
3098,5,所,suǒ,place,"Can mean a place or a formal marker used in certain expressions."
3099,5,锁,suǒ,lock,"Means a lock or to lock something."
3100,5,他人,tārén,other people,"Means other people or someone else."
3101,5,台灯,táidēng,desk lamp,"Means a desk lamp."
3102,5,台阶,táijiē,steps,"Means steps or a flight of stairs. It can also mean a way out of an awkward situation."
3103,5,太太,tàitai,Mrs.,"A polite way to address a married woman, similar to Mrs. or madam. It can also mean wife."
3104,5,谈话,tánhuà,conversation,"Means a conversation or talk. As a verb, it can also mean to talk with someone."
3105,5,桃,táo,peach,"Means a peach."
3106,5,套,tào,set,"Can mean a set, cover, or sleeve. It is also a measure word for matching items like a suit or set of rooms."
3107,5,特产,tèchǎn,local specialty,"Means a famous local product or regional specialty."
3108,5,特色,tèsè,distinctive feature,"Means a distinctive feature or special characteristic."
3109,5,特殊,tèshū,special,"Means special, unusual, or particular."
3110,5,特有,tèyǒu,unique to,"Means unique to or characteristic of something."
3111,5,特征,tèzhēng,feature,"Means a feature, trait, or distinguishing characteristic."
3112,5,疼痛,téngtòng,pain,"Means pain or soreness."
3113,5,提倡,tíchàng,advocate,"Means to advocate or promote an idea or practice."
3114,5,提交,tíjiāo,submit,"Means to submit or hand in something."
3115,5,题目,tímù,topic,"Can mean a topic, title, or test question."
3116,5,提起,tíqǐ,mention,"Can mean to mention, bring up, or lift something."
3117,5,提升,tíshēng,raise,"Means to raise, improve, or upgrade."
3118,5,提问,tíwèn,ask a question,"Means to ask a question."
3119,5,体会,tǐhuì,understand from experience,"Means to understand or realize something through experience. As a noun, it can also mean an insight or personal understanding."
3120,5,体力,tǐlì,physical strength,"Means physical strength."
3121,5,体现,tǐxiàn,reflect,"Means to reflect, embody, or show something."
3122,5,体验,tǐyàn,experience,"Means to experience something for yourself. As a noun, it can also mean an experience."
3123,5,替,tì,for,"Means for, in place of, or on behalf of."
3124,5,天空,tiānkōng,sky,"Means the sky."
3125,5,天上,tiānshàng,in the sky,"Means in the sky or up in heaven."
3126,5,填,tián,fill in,"Means to fill, stuff, or fill in something."
3127,5,甜品,tiánpǐn,dessert,"Means dessert."
3128,5,挑,tiāo,pick out,"Can mean to pick out, choose, or carry with a shoulder pole."
3129,5,挑选,tiāoxuǎn,select,"Means to select or pick out."
3130,5,调,tiáo,adjust,"In this pronunciation, it can mean to adjust, mix, or bring into harmony."
3131,5,调皮,tiáopí,naughty,"Means naughty or mischievous."
3132,5,调整,tiáozhěng,adjust,"Means to adjust. As a noun, it can also mean an adjustment."
3133,5,挑战,tiǎozhàn,challenge,"Means a challenge. As a verb, it can also mean to challenge."
3134,5,跳高,tiàogāo,high jump,"Means high jump."
3135,5,跳远,tiàoyuǎn,long jump,"Means long jump."
3136,5,贴,tiē,stick,"Means to stick, paste, or attach something."
3137,5,铁路,tiělù,railway,"Means a railway or railroad."
3138,5,停留,tíngliú,stay,"Means to stay, stop briefly, or remain for a while."
3139,5,通常,tōngcháng,usually,"Means usually or normally."
3140,5,通行,tōngxíng,pass through,"Means to pass through or be allowed to go through."
3141,5,同,tóng,same,"Can mean the same, together, or with."
3142,5,同情,tóngqíng,sympathize,"Means to sympathize. As a noun, it can also mean sympathy."
3143,5,同一,tóngyī,the same,"Means the same or identical."
3144,5,统计,tǒngjì,statistics,"Means statistics. As a verb, it can also mean to count up or make statistics."
3145,5,统一,tǒngyī,unify,"Means to unify, unite, or make consistent."
3146,5,痛苦,tòngkǔ,painful,"Means painful or full of suffering. As a noun, it can also mean pain or suffering."
3147,5,投,tóu,throw,"Can mean to throw, put in, cast, or投 something."
3148,5,投入,tóurù,put into,"Means to put into something or devote yourself to it. It can also mean to invest."
3149,5,头,tou,head,"Can mean the head, the top, or the start or end of something."
3150,5,突出,tūchū,outstanding,"Means outstanding or prominent. As a verb, it can also mean to make something stand out."
3151,5,图画,túhuà,drawing,"Means a drawing or picture."
3152,5,图书,túshū,books,"Means books."
3153,5,土地,tǔdì,land,"Means land, soil, or territory."
3154,5,土豆,tǔdòu,potato,"Usually means potato."
3155,5,兔子,tùzi,rabbit,"Means a rabbit."
3156,5,团,tuán,group,"Can mean a group,团, or round lump. It is also a measure word for round masses."
3157,5,团队,tuánduì,team,"Means a team."
3158,5,推动,tuīdòng,promote,"Means to promote, push forward, or drive progress."
3159,5,推广,tuīguǎng,promote widely,"Means to promote widely, spread, or popularize something."
3160,5,推荐,tuījiàn,recommend,"Means to recommend. As a noun, it can also mean a recommendation."
3161,5,推进,tuījìn,push forward,"Means to push forward or advance."
3162,5,退,tuì,withdraw,"Can mean to move back, withdraw, return, or quit."
3163,5,退出,tuìchū,quit,"Means to quit, withdraw, or exit."
3164,5,退还,tuìhuán,return,"Means to return or refund something."
3165,5,退休,tuìxiū,retire,"Means to retire."
3166,5,拖鞋,tuōxié,slippers,"Means slippers or flip-flops."
3167,5,外部,wàibù,external,"Means external or outside."
3168,5,外公,wàigōng,maternal grandfather,"Means maternal grandfather."
3169,5,外观,wàiguān,appearance,"Means outward appearance or exterior."
3170,5,外婆,wàipó,maternal grandmother,"Means maternal grandmother."
3171,5,外形,wàixíng,shape,"Means outer shape or form."
3172,5,弯,wān,bend,"Means to bend or curve. It can also mean a bend or turn."
3173,5,玩具,wánjù,toy,"Means a toy."
3174,5,完美,wánměi,perfect,"Means perfect."
3175,5,完善,wánshàn,improve,"Means to improve or make more complete. It can also describe something as well-developed or complete."
3176,5,完整,wánzhěng,complete,"Means complete or intact."
3177,5,万一,wànyī,in case,"Means in case or if by any chance."
3178,5,往返,wǎngfǎn,round trip,"Means a round trip or going back and forth."
3179,5,网络,wǎngluò,network,"Means a network, especially the internet or a connected system."
3180,5,危害,wēihài,harm,"Means to harm or endanger. As a noun, it can also mean harm."
3181,5,微笑,wēixiào,smile,"Means to smile. As a noun, it can also mean a smile."
3182,5,威胁,wēixié,threaten,"Means to threaten. As a noun, it can also mean a threat."
3183,5,围,wéi,surround,"Means to surround, encircle, or enclose."
3184,5,为,wéi,be,"Can mean to be, act as, or take something as something else, depending on context."
3185,5,维持,wéichí,maintain,"Means to maintain, keep up, or preserve."
3186,5,违法,wéifǎ,illegal,"Means illegal or to break the law."
3187,5,违反,wéifǎn,violate,"Means to violate or go against a law, rule, or principle."
3188,5,围巾,wéijīn,scarf,"Means a scarf."
3189,5,围绕,wéirào,center on,"Means to revolve around or center on something."
3190,5,维修,wéixiū,repair,"Means repair or maintenance. As a verb, it can also mean to repair."
3191,5,唯一,wéiyī,only,"Means only, sole, or unique."
3192,5,尾巴,wěiba,tail,"Means a tail."
3193,5,伟大,wěidà,great,"Means great, grand, or admirable."
3194,5,胃,wèi,stomach,"Means the stomach."
3195,5,喂,wèi,feed,"Means to feed. It is also commonly used like 'hello' when answering the phone."
3196,5,未来,wèilái,future,"Means the future."
3197,5,位于,wèiyú,be located,"A formal expression meaning to be located or situated."
3198,5,位置,wèizhì,position,"Means position, location, or place."
3199,5,温暖,wēnnuǎn,warm,"Means warm or comforting."
3200,5,文学,wénxué,literature,"Means literature."
3201,5,稳定,wěndìng,stable,"Means stable or steady. As a verb, it can also mean to stabilize."
3202,5,问卷,wènjuàn,questionnaire,"Means a questionnaire."
3203,5,握,wò,hold,"Means to hold, grasp, or grip."
3204,5,卧室,wòshì,bedroom,"Means a bedroom."
3205,5,握手,wòshǒu,shake hands,"Means to shake hands."
3206,5,无关,wúguān,unrelated,"Means unrelated or having nothing to do with something."
3207,5,无奈,wúnài,helpless,"Means helpless or having no choice."
3208,5,无数,wúshù,countless,"Means countless or innumerable."
3209,5,无限,wúxiàn,unlimited,"Means unlimited or infinite."
3210,5,无效,wúxiào,invalid,"Means invalid, ineffective, or to no avail."
3211,5,舞蹈,wǔdǎo,dance,"Means dance or dancing."
3212,5,武术,wǔshù,martial arts,"Means martial arts."
3213,5,舞台,wǔtái,stage,"Means a stage or platform for performance."
3214,5,五颜六色,wǔyán-liùsè,colorful,"Means colorful or full of many different colors."
3215,5,雾,wù,fog,"Means fog or mist."
3216,5,物价,wùjià,prices,"Means prices, especially the prices of goods."
3217,5,物理,wùlǐ,physics,"Means physics."
3218,5,物品,wùpǐn,item,"Means an item, article, or object."
3219,5,物业,wùyè,property management,"Often refers to property management or property-related services."
3220,5,物质,wùzhì,material,"Can mean material, matter, or material conditions."
3221,5,西餐,xīcān,Western food,"Means Western-style food."
3222,5,吸管,xīguǎn,straw,"Means a drinking straw."
3223,5,吸收,xīshōu,absorb,"Means to absorb, take in, or assimilate."
3224,5,西装,xīzhuāng,suit,"Means a suit or Western-style formal clothing."
3225,5,戏,xì,drama,"Can mean drama, play, or戏 in a broader entertainment sense."
3226,5,系,xì,department,"In this pronunciation, it often means a department, faculty, or system of connection."
3227,5,细节,xìjié,detail,"Means a detail."
3228,5,戏剧,xìjù,drama,"Means drama or theater."
3229,5,系统,xìtǒng,system,"Means a system."
3230,5,下载,xiàzài,download,"Means to download."
3231,5,先后,xiānhòu,one after another,"Means one after another or in sequence."
3232,5,先进,xiānjìn,advanced,"Means advanced or ahead of others."
3233,5,闲,xián,free,"Means free, not busy, or idle."
3234,5,显得,xiǎnde,seem,"Means to seem or appear in a certain way."
3235,5,显然,xiǎnrán,obviously,"Means obviously or clearly."
3236,5,显示,xiǎnshì,show,"Means to show or display."
3237,5,县,xiàn,county,"Means a county."
3238,5,现场,xiànchǎng,scene,"Means the scene or site of something, or being there in person."
3239,5,现代,xiàndài,modern,"Means modern."
3240,5,现代化,xiàndàihuà,modernization,"Means modernization."
3241,5,线路,xiànlù,route,"Can mean a route, line, or circuit."
3242,5,现实,xiànshí,reality,"Means reality or the real world. It can also describe someone or something as practical or realistic."
3243,5,现象,xiànxiàng,phenomenon,"Means a phenomenon."
3244,5,限制,xiànzhì,limit,"Means to limit or restrict. As a noun, it can also mean a limit."
3245,5,现状,xiànzhuàng,current situation,"Means the current situation."
3246,5,乡,xiāng,countryside,"Means the countryside, village, or home region."
3247,5,相处,xiāngchǔ,get along,"Means to get along or interact with someone."
3248,5,乡村,xiāngcūn,countryside,"Means the countryside or a rural village."
3249,5,相当,xiāngdāng,quite,"Can mean quite, fairly, or equivalent to."
3250,5,相对,xiāngduì,relative,"Means relative or comparatively. It can also mean facing or opposing each other in some contexts."
3251,5,相关,xiāngguān,related,"Means related or relevant."
3252,5,相似,xiāngsì,similar,"Means similar or alike."
3253,5,想念,xiǎngniàn,miss,"Means to miss someone or think of them with longing."
3254,5,响声,xiǎngshēng,sound,"Means a sound or noise."
3255,5,享受,xiǎngshòu,enjoy,"Means to enjoy or experience something pleasant."
3256,5,想象,xiǎngxiàng,imagine,"Means to imagine."
3257,5,相册,xiàngcè,photo album,"Means a photo album."
3258,5,项目,xiàngmù,project,"Means a project or an item on a list."
3259,5,橡皮,xiàngpí,eraser,"Usually means an eraser."
