hanzi,pinyin,levels,entryIds,file,bytes,status,source,sourceUrl,sourceUrls,license,qualityNote
救命,jiù mìng,6,4336,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-救命.mp3,18186,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-jiu4.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-ming4.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
救援,jiù yuán,6,4338,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-救援.mp3,19231,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-jiu4.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-yuan2.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
救灾,jiù zāi,6,4339,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-救灾.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%91%E7%81%BE.mp3,,CC-BY-SA,
教,jiāo,2,367,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-教.mp3,8358,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%99.mp3,,CC-BY-SA,
教堂,jiào táng,6,4754,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-教堂.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%99%E5%A0%82.mp3,,CC-BY-SA,
教学,jiào xué,4,1376,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-教学.mp3,12328,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%99%E5%AD%A6.mp3,,CC-BY-SA,
教学楼,jiào xué lóu,1,177,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-教学楼.mp3,27801,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-jiao4.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-xue2.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-lou2.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
教室,jiào shì,2,368,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-教室.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%99%E5%AE%A4.mp3,,CC-BY-SA,
教师,jiào shī,4,1374,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-教师.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%99%E5%B8%88.mp3,,CC-BY-SA,
教授,jiào shòu,4,1375,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-教授.mp3,11910,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%99%E6%8E%88.mp3,,CC-BY-SA,
教材,jiào cái,5,2594,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-教材.mp3,11910,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%99%E6%9D%90.mp3,,CC-BY-SA,
教练,jiào liàn,4,1373,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-教练.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%99%E7%BB%83.mp3,,CC-BY-SA,
教育,jiào yù,4,1377,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-教育.mp3,10239,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%99%E8%82%B2.mp3,,CC-BY-SA,
教育部,jiào yù bù,6,4755,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-教育部.mp3,25502,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-jiao4.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-yu4.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-bu4.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
教训,jiào xùn,6,4280,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-教训.mp3,10030,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%99%E8%AE%AD.mp3,,CC-BY-SA,
敢,gǎn,4,1223,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-敢.mp3,9194,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%A2.mp3,,CC-BY-SA,
敢于,gǎn yú,5,2384,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-敢于.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%A2%E4%BA%8E.mp3,,CC-BY-SA,
散,sǎn,6,4726 4728,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-散.mp3,8776,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%A3.mp3,,CC-BY-SA,
散文,sǎn wén,6,4727,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-散文.mp3,12328,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%A3%E6%96%87.mp3,,CC-BY-SA,
散步,sàn bù,4,1626,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-散步.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%A3%E6%AD%A5.mp3,,CC-BY-SA,
数,shù,4 5,1691 3063,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-数.mp3,10239,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%B0.mp3,,CC-BY-SA,
数字,shù zì,4,1694,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-数字.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%B0%E5%AD%97.mp3,,CC-BY-SA,
数据,shù jù,5,3067,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-数据.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%B0%E6%8D%AE.mp3,,CC-BY-SA,
数目,shù mù,6,4828,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-数目.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%B0%E7%9B%AE.mp3,,CC-BY-SA,
数码,shù mǎ,4,2915,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-数码.mp3,20485,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-shu4.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-ma3.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
数量,shù liàng,4,1692,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-数量.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%B0%E9%87%8F.mp3,,CC-BY-SA,
敲,qiāo,4,1580,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-敲.mp3,8776,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%B2.mp3,,CC-BY-SA,
敲门,qiāo mén,5,3841,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-敲门.mp3,19651,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-qiao1.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-men2.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
整,zhěng,4,1928,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-整.mp3,9612,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%B4.mp3,,CC-BY-SA,
整个,zhěng gè,4,1929,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-整个.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%B4%E4%B8%AA.mp3,,CC-BY-SA,
整体,zhěng tǐ,5,3491,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-整体.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%B4%E4%BD%93.mp3,,CC-BY-SA,
整天,zhěng tiān,3,2166,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-整天.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%B4%E5%A4%A9.mp3,,CC-BY-SA,
整整,zhěng zhěng,5,3492,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-整整.mp3,10030,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%B4%E6%95%B4.mp3,,CC-BY-SA,
整治,zhěng zhì,6,5374,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-整治.mp3,20489,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-zheng3.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-zhi4.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
整理,zhěng lǐ,4,1930,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-整理.mp3,10239,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%B4%E7%90%86.mp3,,CC-BY-SA,
整顿,zhěng dùn,6,5373,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-整顿.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%B4%E9%A1%BF.mp3,,CC-BY-SA,
整齐,zhěng qí,5,3490,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-整齐.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%95%B4%E9%BD%90.mp3,,CC-BY-SA,
文件,wén jiàn,4,1777,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-文件.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%87%E4%BB%B6.mp3,,CC-BY-SA,
文化,wén huà,3,878,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-文化.mp3,10239,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%87%E5%8C%96.mp3,,CC-BY-SA,
文娱,wén yú,6,5177,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-文娱.mp3,18395,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-wen2.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-yu2.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
文字,wén zì,4,1779,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-文字.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%87%E5%AD%97.mp3,,CC-BY-SA,
文学,wén xué,5,3200,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-文学.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%87%E5%AD%A6.mp3,,CC-BY-SA,
文明,wén míng,6,4989,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-文明.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%87%E6%98%8E.mp3,,CC-BY-SA,
文章,wén zhāng,4,1778,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-文章.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%87%E7%AB%A0.mp3,,CC-BY-SA,
文艺,wén yì,6,4993,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-文艺.mp3,10030,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%87%E8%89%BA.mp3,,CC-BY-SA,
斗争,dòu zhēng,6,3923,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-斗争.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%97%E4%BA%89.mp3,,CC-BY-SA,
料,liào,6,4450 4451,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-料.mp3,7940,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%99.mp3,,CC-BY-SA,
斜,xié,5,3273,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-斜.mp3,9612,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%9C.mp3,,CC-BY-SA,
斤,jīn,3,716,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-斤.mp3,8776,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%A4.mp3,,CC-BY-SA,
断,duàn,5,2303,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-断.mp3,7940,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%AD.mp3,,CC-BY-SA,
新,xīn,1,242,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-新.mp3,8776,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%B0.mp3,,CC-BY-SA,
新人,xīn rén,5,3279,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-新人.mp3,11910,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%B0%E4%BA%BA.mp3,,CC-BY-SA,
新兴,xīn xīng,6,5069,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-新兴.mp3,11910,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%B0%E5%85%B4.mp3,,CC-BY-SA,
新型,xīn xíng,5,3282,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-新型.mp3,12328,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%B0%E5%9E%8B.mp3,,CC-BY-SA,
新娘,xīn niáng,5,3278,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-新娘.mp3,11910,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%B0%E5%A8%98.mp3,,CC-BY-SA,
新年,xīn nián,3,903,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-新年.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%B0%E5%B9%B4.mp3,,CC-BY-SA,
新郎,xīn láng,5,3276,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-新郎.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%B0%E9%83%8E.mp3,,CC-BY-SA,
新闻,xīn wén,3,904,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-新闻.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%B0%E9%97%BB.mp3,,CC-BY-SA,
新鲜,xīn xiān,3,905,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-新鲜.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%B0%E9%B2%9C.mp3,,CC-BY-SA,
方,fāng,5,2338,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-方.mp3,7940,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%B9.mp3,,CC-BY-SA,
方便,fāng biàn,3,619,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-方便.mp3,10239,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%B9%E4%BE%BF.mp3,,CC-BY-SA,
方便面,fāng biàn miàn,3,620,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-方便面.mp3,25502,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-fang1.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-bian4.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-mian4.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
方向,fāng xiàng,3,622,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-方向.mp3,10030,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%B9%E5%90%91.mp3,,CC-BY-SA,
方式,fāng shì,4,1194,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-方式.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%B9%E5%BC%8F.mp3,,CC-BY-SA,
方案,fāng àn,5,2339,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-方案.mp3,10239,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%B9%E6%A1%88.mp3,,CC-BY-SA,
方法,fāng fǎ,3,621,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-方法.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%B9%E6%B3%95.mp3,,CC-BY-SA,
方针,fāng zhēn,4,2479,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-方针.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%B9%E9%92%88.mp3,,CC-BY-SA,
方面,fāng miàn,4,1193,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-方面.mp3,10030,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%96%B9%E9%9D%A2.mp3,,CC-BY-SA,
旁,páng,5,3785,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-旁.mp3,9194,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%97%81.mp3,,CC-BY-SA,
旁边,páng biān,2,413,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-旁边.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%97%81%E8%BE%B9.mp3,,CC-BY-SA,
旅客,lǚ kè,4,1489,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-旅客.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%97%85%E5%AE%A2.mp3,,CC-BY-SA,
旅店,lǚ diàn,6,4879,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-旅店.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%97%85%E5%BA%97.mp3,,CC-BY-SA,
旅游,lǚ yóu,2,394,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-旅游.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%97%85%E6%B8%B8.mp3,,CC-BY-SA,
旅行,lǚ xíng,4,1490,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-旅行.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%97%85%E8%A1%8C.mp3,,CC-BY-SA,
旅行社,lǚ xíng shè,5,2745,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-旅行社.mp3,31559,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-lv3.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-xing2.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-she4.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
旅馆,lǚ guǎn,4,1488,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-旅馆.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%97%85%E9%A6%86.mp3,,CC-BY-SA,
旋转,xuán zhuǎn,6,5086,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-旋转.mp3,11910,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%97%8B%E8%BD%AC.mp3,,CC-BY-SA,
族,zú,5,3588,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-族.mp3,8358,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%97%8F.mp3,,CC-BY-SA,
无,wú,4,1781,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-无.mp3,8776,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%97%A0.mp3,,CC-BY-SA,
无关,wú guān,5,3206,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-无关.mp3,16930,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-wu2.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-guan1.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
无奈,wú nài,5,3207,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-无奈.mp3,18184,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-wu2.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-nai4.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
无所谓,wú suǒ wèi,6,4996,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-无所谓.mp3,11910,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%97%A0%E6%89%80%E8%B0%93.mp3,,CC-BY-SA,
无效,wú xiào,5,3210,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-无效.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%97%A0%E6%95%88.mp3,,CC-BY-SA,
无数,wú shù,5,3208,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-无数.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%97%A0%E6%95%B0.mp3,,CC-BY-SA,
无法,wú fǎ,4,1782,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-无法.mp3,10030,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%97%A0%E6%B3%95.mp3,,CC-BY-SA,
无疑,wú yí,6,4997,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-无疑.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%97%A0%E7%96%91.mp3,,CC-BY-SA,
无聊,wú liáo,4,1783,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-无聊.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%97%A0%E8%81%8A.mp3,,CC-BY-SA,
无论,wú lùn,4,1784,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-无论.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E6%97%A0%E8%AE%BA.mp3,,CC-BY-SA,
